,parameter,RPT
0,565,0.6360490372228321
0,566,0.7106866110515161
0,567,0.6897200576444519
0,568,0.7004436033357477
0,569,0.6988010027371779
0,570,0.7534547466015863
0,571,0.6829659858747688
0,572,0.6501521046674251
0,573,0.6762051610337598
0,574,0.690566427976298
