,parameter,RPT
0,500,0.41942302945743065
0,501,0.3876981904091684
0,502,0.4075102327887308
0,503,0.4356458651868155
0,504,0.4535384713057385
0,505,0.4475328874923318
0,506,0.4361672833841771
0,507,0.43762594513244185
0,508,0.4310583205949701
0,509,0.4271969655188738
